# Strain, f_max, p, Sigma, DeltaPhi, num_broken
1.524364321795249402e-02,2.408607905734948262e-01,6.130627619713868715e-01,1.318441350719828336e+02,3.174285357486110737e-01,1.800000000000000000e+01
1.525060864292277288e-02,2.417491824880093620e-01,6.130627619713870935e-01,1.312430192398264523e+02,3.175415606419927927e-01,1.800000000000000000e+01
1.525757406789305173e-02,2.426375418488880553e-01,6.130627619713869825e-01,1.306436974947368981e+02,3.176537045405830040e-01,1.800000000000000000e+01
1.526453949286333059e-02,2.435258575489800126e-01,6.130627619713872045e-01,1.300461797587311423e+02,3.177649666075026413e-01,1.800000000000000000e+01
1.527150491783360944e-02,2.444141191123678780e-01,6.130627619713869825e-01,1.294504749360194751e+02,3.178753460418931587e-01,1.800000000000000000e+01
1.527847034280388830e-02,2.453023163842685817e-01,6.130627619713868715e-01,1.288565926953360758e+02,3.179848420468788794e-01,1.800000000000000000e+01
1.528543576777416715e-02,1.928332910552000012e-01,6.130627619713867604e-01,1.277913033174811659e+02,3.181027088930225011e-01,1.900000000000000000e+01
1.529043576777416522e-02,1.933722098836289371e-01,6.130627619713867604e-01,1.274487719377322037e+02,3.181779771629552611e-01,1.900000000000000000e+01
1.529774117363202034e-02,1.941607015196405994e-01,6.130627619713870935e-01,1.269488326714741930e+02,3.182873269747528711e-01,1.900000000000000000e+01
1.530659173393114116e-02,1.951175480167282317e-01,6.130627619713872045e-01,1.263442449989054666e+02,3.184188181938031326e-01,1.900000000000000000e+01
1.531544229423026024e-02,1.960758640589645441e-01,6.130627619713873155e-01,1.257411257410571466e+02,3.185492456834686514e-01,1.900000000000000000e+01
1.532429285452938106e-02,1.970356399258791080e-01,6.130627619713874266e-01,1.251395015058592293e+02,3.186786026995575005e-01,1.900000000000000000e+01
1.533314341482850188e-02,1.979968538697726155e-01,6.130627619713868715e-01,1.245393955118368865e+02,3.188068844674624147e-01,1.900000000000000000e+01
1.534199397512762096e-02,1.989594782160478970e-01,6.130627619713870935e-01,1.239408290696235326e+02,3.189340874269364634e-01,1.900000000000000000e+01
1.535084453542674178e-02,1.999234824255977649e-01,6.130627619713869825e-01,1.233438213315759810e+02,3.190602088075727982e-01,1.900000000000000000e+01
1.535969509572586086e-02,2.008888343388124387e-01,6.130627619713873155e-01,1.227483906041432675e+02,3.191852463472459323e-01,1.900000000000000000e+01
1.536854565602498168e-02,2.018555010760528790e-01,6.130627619713873155e-01,1.221545539211497697e+02,3.193091981331740992e-01,1.900000000000000000e+01
1.537739621632410250e-02,2.028234492308322590e-01,6.130627619713870935e-01,1.215623282481019913e+02,3.194320624814658283e-01,1.900000000000000000e+01
1.538624677662322159e-02,2.037926455649963775e-01,6.130627619713869825e-01,1.209717288489259772e+02,3.195538378869599572e-01,1.900000000000000000e+01
1.539509733692234240e-02,2.047630568121809047e-01,6.130627619713873155e-01,1.203827709542360935e+02,3.196745229539209587e-01,1.900000000000000000e+01
1.540394789722146149e-02,2.057346498303439242e-01,6.130627619713868715e-01,1.197954696511749830e+02,3.197941163710509294e-01,1.900000000000000000e+01
1.541279845752058231e-02,2.067073922487617788e-01,6.130627619713874266e-01,1.192098379293273922e+02,3.199126169025013899e-01,1.900000000000000000e+01
1.542164901781970313e-02,2.076812515259242875e-01,6.130627619713868715e-01,1.186258903625401899e+02,3.200300233410955375e-01,1.900000000000000000e+01
1.543049957811882221e-02,2.086561960535075755e-01,6.130627619713870935e-01,1.180436392134118648e+02,3.201463345335684996e-01,1.900000000000000000e+01
1.543935013841794303e-02,2.096321942247905967e-01,6.130627619713873155e-01,1.174630979066909759e+02,3.202615493401639868e-01,1.900000000000000000e+01
1.544820069871706211e-02,2.106164123160321755e-01,6.130627619713869825e-01,1.168460919161857987e+02,3.203764243340299078e-01,1.900000000000000000e+01
1.545705125901618293e-02,2.116068437561342552e-01,6.130627619713869825e-01,1.162032951322454011e+02,3.204906502364577858e-01,1.900000000000000000e+01
1.546590181931530375e-02,2.125983149376313441e-01,6.130627619713870935e-01,1.155619621891325863e+02,3.206036323705232505e-01,1.900000000000000000e+01
1.547475237961442283e-02,2.135907705081160068e-01,6.130627619713868715e-01,1.149221282219645843e+02,3.207153733621070923e-01,1.900000000000000000e+01
1.548360293991354365e-02,2.145841681391267020e-01,6.130627619713868715e-01,1.142838187894841866e+02,3.208258741347644882e-01,1.900000000000000000e+01
1.549245350021266274e-02,2.155784718810640765e-01,6.130627619713874266e-01,1.136470542910042951e+02,3.209351345484267592e-01,1.900000000000000000e+01
1.550130406051178356e-02,2.165736483333667028e-01,6.130627619713870935e-01,1.130118543838226799e+02,3.210431537678286040e-01,1.900000000000000000e+01
1.551015462081090437e-02,2.175696662917666613e-01,6.130627619713868715e-01,1.123782367684477350e+02,3.211499305088165168e-01,1.900000000000000000e+01
1.551900518111002346e-02,2.185664960741538765e-01,6.130627619713870935e-01,1.117462180653816972e+02,3.212554631798177351e-01,1.900000000000000000e+01
1.552785574140914428e-02,2.195641097365566008e-01,6.130627619713872045e-01,1.111158129969685575e+02,3.213597499826910675e-01,1.900000000000000000e+01
1.553670630170826336e-02,2.205624797002931070e-01,6.130627619713869825e-01,1.104870378077540636e+02,3.214627889537185479e-01,1.900000000000000000e+01
1.554555686200738418e-02,2.215615797507136109e-01,6.130627619713869825e-01,1.098599067290256244e+02,3.215645780298017620e-01,1.900000000000000000e+01
1.555440742230650500e-02,2.225613837134126916e-01,6.130627619713870935e-01,1.092344354858646653e+02,3.216651150548680005e-01,1.900000000000000000e+01
1.556325798260562408e-02,2.235618686573792036e-01,6.130627619713867604e-01,1.086106342352838396e+02,3.217643978157583851e-01,1.900000000000000000e+01
1.557210854290474490e-02,2.245630089952088682e-01,6.130627619713870935e-01,1.079885206921182288e+02,3.218624240106988110e-01,1.900000000000000000e+01
1.558095910320386399e-02,2.255647833236018585e-01,6.130627619713866494e-01,1.073681043516413780e+02,3.219591913223399104e-01,1.900000000000000000e+01
1.558980966350298480e-02,2.265671679479316636e-01,6.130627619713868715e-01,1.067494008909307155e+02,3.220546973454622708e-01,1.900000000000000000e+01
1.559866022380210562e-02,2.275701427738050231e-01,6.130627619713869825e-01,1.061324197235141753e+02,3.221489396495715307e-01,1.900000000000000000e+01
1.560751078410122471e-02,2.285736861011122001e-01,6.130627619713869825e-01,1.055171754804682394e+02,3.222419157360325581e-01,1.900000000000000000e+01
1.561636134440034553e-02,2.295777775110372232e-01,6.130627619713872045e-01,1.049036799095857475e+02,3.223336230700370453e-01,1.900000000000000000e+01
1.562521190469946461e-02,2.305823991741345613e-01,6.130627619713873155e-01,1.042919415948003348e+02,3.224240590646305638e-01,1.900000000000000000e+01
1.563406246499858543e-02,2.315875314575668309e-01,6.130627619713869825e-01,1.036819748176310156e+02,3.225132210570813562e-01,1.900000000000000000e+01
1.564291302529770625e-02,2.325931569279387490e-01,6.130627619713870935e-01,1.030737886896606739e+02,3.226011063492056907e-01,1.900000000000000000e+01
1.565176358559682707e-02,2.335992584188019694e-01,6.130627619713867604e-01,1.024673943678595691e+02,3.226877121730049591e-01,1.900000000000000000e+01
1.566061414589594442e-02,2.346058195507493005e-01,6.130627619713873155e-01,1.018628025087489704e+02,3.227730356986941440e-01,1.900000000000000000e+01
1.566946470619506523e-02,2.356128248945549009e-01,6.130627619713870935e-01,1.012600224361481480e+02,3.228570740345415579e-01,1.900000000000000000e+01
1.567831526649418605e-02,2.366202594425541039e-01,6.130627619713868715e-01,1.006590649754623428e+02,3.229398242166533484e-01,1.900000000000000000e+01
1.568716582679330687e-02,2.376281093187782023e-01,6.130627619713870935e-01,1.000599387202820623e+02,3.230212832124083611e-01,1.900000000000000000e+01
1.569601638709242769e-02,2.386363610574019078e-01,6.130627619713869825e-01,9.946265385052690533e+01,3.231014479139097673e-01,1.900000000000000000e+01
1.570486694739154504e-02,2.396450021216016413e-01,6.130627619713870935e-01,9.886721953808965679e+01,3.231803151364929239e-01,1.900000000000000000e+01
1.571371750769066586e-02,2.406540207316761326e-01,6.130627619713869825e-01,9.827364481920177752e+01,3.232578816161919000e-01,1.900000000000000000e+01
1.572256806798978668e-02,2.416634058697511855e-01,6.130627619713869825e-01,9.768193864618493194e+01,3.233341440051052396e-01,1.900000000000000000e+01
1.573141862828890750e-02,2.426731473016103813e-01,6.130627619713869825e-01,9.709210983247108118e+01,3.234090988689114488e-01,1.900000000000000000e+01
1.574026918858802832e-02,2.436832355288622576e-01,6.130627619713868715e-01,9.650416748994275906e+01,3.234827426868842060e-01,1.900000000000000000e+01
1.574911974888714566e-02,2.446936621095713305e-01,6.130627619713868715e-01,9.591811896190679931e+01,3.235550718358833899e-01,1.900000000000000000e+01
1.575797030918626648e-02,2.457044189801931289e-01,6.130627619713867604e-01,9.533397420750823414e+01,3.236260826063501184e-01,1.900000000000000000e+01
1.576682086948538730e-02,1.970044280257499392e-01,6.130627619713867604e-01,9.436611164321158185e+01,3.236976784304010923e-01,2.000000000000000000e+01
1.577182086948538536e-02,1.974944468980291412e-01,6.130627619713873155e-01,9.410653538093521320e+01,3.237354016347671060e-01,2.000000000000000000e+01
1.577937077512399019e-02,1.982353334152543167e-01,6.130627619713872045e-01,9.371495007693090429e+01,3.237918165986697350e-01,2.000000000000000000e+01
1.578887696310723315e-02,1.991697193457327431e-01,6.130627619713869825e-01,9.322272715885195282e+01,3.238619011053228136e-01,2.000000000000000000e+01
1.579838315109047958e-02,2.001055127372979026e-01,6.130627619713869825e-01,9.273166797487321844e+01,3.239309403986654345e-01,2.000000000000000000e+01
1.580788933907372254e-02,2.010427129010134706e-01,6.130627619713870935e-01,9.224178898642591662e+01,3.239989220231790923e-01,2.000000000000000000e+01
1.581739552705696550e-02,2.019813092727976989e-01,6.130627619713873155e-01,9.175309924341314627e+01,3.240658368445680226e-01,2.000000000000000000e+01
1.582690171504020846e-02,2.029212839506735200e-01,6.130627619713868715e-01,9.126561309465758143e+01,3.241316779321640751e-01,2.000000000000000000e+01
1.583640790302345142e-02,2.038626173215303261e-01,6.130627619713866494e-01,9.077933932132383177e+01,3.241964395769724172e-01,2.000000000000000000e+01
1.584591409100669784e-02,2.048052882851627565e-01,6.130627619713867604e-01,9.029428654740307536e+01,3.242601168608993389e-01,2.000000000000000000e+01
1.585542027898994080e-02,2.057492746981431087e-01,6.130627619713875376e-01,8.981046400756552828e+01,3.243227053624805900e-01,2.000000000000000000e+01
1.586492646697318376e-02,2.066945541605928471e-01,6.130627619713870935e-01,8.932788012590145854e+01,3.243842009460763398e-01,2.000000000000000000e+01
1.587443265495642672e-02,2.076411042012806518e-01,6.130627619713868715e-01,8.884654305266192864e+01,3.244445996443087177e-01,2.000000000000000000e+01
1.588393884293966968e-02,2.085889024734078612e-01,6.130627619713870935e-01,8.836646019808175367e+01,3.245038975672498438e-01,2.000000000000000000e+01
1.589344503092291611e-02,2.095379268375695547e-01,6.130627619713868715e-01,8.788763913489773927e+01,3.245620908610837851e-01,2.000000000000000000e+01
1.590295121890615906e-02,2.104881558154253207e-01,6.130627619713867604e-01,8.741008606249920376e+01,3.246191756501731751e-01,2.000000000000000000e+01
1.591245740688940202e-02,2.114395675148826315e-01,6.130627619713870935e-01,8.693380944909199570e+01,3.246751480612904972e-01,2.000000000000000000e+01
1.592196359487264498e-02,2.123921409171093122e-01,6.130627619713869825e-01,8.645881534642144572e+01,3.247300041625799105e-01,2.000000000000000000e+01
1.593146978285588794e-02,2.133458553116960033e-01,6.130627619713868715e-01,8.598511016619755765e+01,3.247837399714485485e-01,2.000000000000000000e+01
1.594097597083913437e-02,2.143006911519702851e-01,6.130627619713866494e-01,8.551269868290106047e+01,3.248363514035049193e-01,2.000000000000000000e+01
1.595048215882237733e-02,2.152566283824106919e-01,6.130627619713872045e-01,8.504158803137939060e+01,3.248878343512534017e-01,2.000000000000000000e+01
1.595998834680562029e-02,2.162136476586780653e-01,6.130627619713870935e-01,8.457178443791715949e+01,3.249381846194334122e-01,2.000000000000000000e+01
1.596949453478886324e-02,2.171717299357281417e-01,6.130627619713870935e-01,8.410329339381722491e+01,3.249873979435408677e-01,2.000000000000000000e+01
1.597900072277210620e-02,2.181308583626391517e-01,6.130627619713868715e-01,8.363611714699887045e+01,3.250354698875305703e-01,2.000000000000000000e+01
1.598850691075535263e-02,2.190910139416120672e-01,6.130627619713866494e-01,8.317026467248621202e+01,3.250823960545103364e-01,2.000000000000000000e+01
1.599801309873859559e-02,2.200521802970536178e-01,6.130627619713869825e-01,8.270573825877127661e+01,3.251281718588815983e-01,2.000000000000000000e+01
1.600751928672183855e-02,2.210143408859109315e-01,6.130627619713870935e-01,8.224254293589680742e+01,3.251727926519832890e-01,2.000000000000000000e+01
1.601702547470508151e-02,2.219774794185413735e-01,6.130627619713869825e-01,8.178068363245087369e+01,3.252162536883879684e-01,2.000000000000000000e+01
1.602653166268832446e-02,2.229415804142820257e-01,6.130627619713870935e-01,8.132016463820494323e+01,3.252585501151320502e-01,2.000000000000000000e+01
1.603603785067157089e-02,2.239066290397011549e-01,6.130627619713868715e-01,8.086098944556187007e+01,3.252996769663198950e-01,2.000000000000000000e+01
1.604554403865481385e-02,2.248726108582448369e-01,6.130627619713868715e-01,8.040316228305216839e+01,3.253396291712265520e-01,2.000000000000000000e+01
1.605505022663805681e-02,2.258395120610510454e-01,6.130627619713868715e-01,7.994668683652137986e+01,3.253784015437921062e-01,2.000000000000000000e+01
1.606455641462129977e-02,2.268073194609218912e-01,6.130627619713867604e-01,7.949156630209793661e+01,3.254159887803905749e-01,2.000000000000000000e+01
1.607406260260454273e-02,2.277760201597418266e-01,6.130627619713866494e-01,7.903780509555056710e+01,3.254523854775560610e-01,2.000000000000000000e+01
1.608356879058778915e-02,2.287456025336330190e-01,6.130627619713868715e-01,7.858540435367402210e+01,3.254875860423760425e-01,2.000000000000000000e+01
1.609307497857103211e-02,2.297160546076690013e-01,6.130627619713872045e-01,7.813436922153323394e+01,3.255215848420203728e-01,2.000000000000000000e+01
1.610258116655427507e-02,2.306873657105462105e-01,6.130627619713869825e-01,7.768470141738879420e+01,3.255543760511646068e-01,2.000000000000000000e+01
1.611208735453751803e-02,2.316595253472817917e-01,6.130627619713868715e-01,7.723640454299396652e+01,3.255859537444317775e-01,2.000000000000000000e+01
1.612159354252076099e-02,2.326325237620530395e-01,6.130627619713868715e-01,7.678948134651452051e+01,3.256163118525659539e-01,2.000000000000000000e+01
1.613109973050400742e-02,2.336088594390040574e-01,6.130627619713868715e-01,7.633042512111747158e+01,3.256454340421502947e-01,2.000000000000000000e+01
1.614060591848725038e-02,2.345921802560838598e-01,6.130627619713869825e-01,7.583970614827622114e+01,3.256732425410599485e-01,2.000000000000000000e+01
1.615011210647049333e-02,2.355764127268542840e-01,6.130627619713870935e-01,7.535015462493808513e+01,3.256996601821666171e-01,2.000000000000000000e+01
1.615961829445373629e-02,2.365615259630780565e-01,6.130627619713868715e-01,7.486179003523668030e+01,3.257246865528327651e-01,2.000000000000000000e+01
1.616912448243697925e-02,2.375475057649082400e-01,6.130627619713868715e-01,7.437462354831596656e+01,3.257483169470117290e-01,2.000000000000000000e+01
1.617863067042022568e-02,2.385343433002234947e-01,6.130627619713870935e-01,7.388866286234551239e+01,3.257705445952542855e-01,2.000000000000000000e+01
1.618813685840346864e-02,2.395220324781508481e-01,6.130627619713873155e-01,7.340391364134593744e+01,3.257913615259664941e-01,2.000000000000000000e+01
1.619764304638671160e-02,2.405105689960627680e-01,6.130627619713869825e-01,7.292038078275531632e+01,3.258107590239339157e-01,2.000000000000000000e+01
1.620714923436995455e-02,2.414999498129798139e-01,6.130627619713870935e-01,7.243806956669142494e+01,3.258287278234964779e-01,2.000000000000000000e+01
1.621665542235319751e-02,2.424901734196627245e-01,6.130627619713869825e-01,7.195698361816995714e+01,3.258452581771159595e-01,2.000000000000000000e+01
1.622616161033644394e-02,2.434812394634115196e-01,6.130627619713870935e-01,7.147712604732387831e+01,3.258603399266541412e-01,2.000000000000000000e+01
1.623566779831968690e-02,2.444731484717458381e-01,6.130627619713866494e-01,7.099850107832325818e+01,3.258739625744930812e-01,2.000000000000000000e+01
1.624517398630292986e-02,2.454659022617769470e-01,6.130627619713872045e-01,7.052111110986851372e+01,3.258861152369543768e-01,2.000000000000000000e+01
1.625468017428617282e-02,1.972036084567427849e-01,6.130627619713872045e-01,6.963797935918935877e+01,3.258912825051508144e-01,2.100000000000000000e+01
1.625968017428617435e-02,1.976542822835935520e-01,6.130627619713868715e-01,6.944934367474326109e+01,3.258958489035609918e-01,2.100000000000000000e+01
1.626742680515191886e-02,1.983534306914214174e-01,6.130627619713872045e-01,6.915720949042933796e+01,3.259025043030339686e-01,2.100000000000000000e+01
1.627750402224759432e-02,1.992645726329684841e-01,6.130627619713868715e-01,6.877754488869773297e+01,3.259103560121404675e-01,2.100000000000000000e+01
1.628758123934326979e-02,2.001773187649844021e-01,6.130627619713868715e-01,6.839850163385936810e+01,3.259172824327820628e-01,2.100000000000000000e+01
1.629765845643894179e-02,2.010916951444857437e-01,6.130627619713872045e-01,6.802009253786530962e+01,3.259232604661146393e-01,2.100000000000000000e+01
1.630773567353461725e-02,2.020077077046957270e-01,6.130627619713872045e-01,6.764232726560406661e+01,3.259282718543382584e-01,2.100000000000000000e+01
1.631781289063029272e-02,2.029253523123395464e-01,6.130627619713868715e-01,6.726521636871521537e+01,3.259323014596857138e-01,2.100000000000000000e+01
1.632789010772596819e-02,2.038446208669593696e-01,6.130627619713872045e-01,6.688876673688453423e+01,3.259353360079572659e-01,2.100000000000000000e+01
1.633796732482164366e-02,2.047655022725370366e-01,6.130627619713870935e-01,6.651298643055643822e+01,3.259373635983471296e-01,2.100000000000000000e+01
1.634804454191731565e-02,2.056879845646710225e-01,6.130627619713869825e-01,6.613788076179844211e+01,3.259383731234857806e-01,2.100000000000000000e+01
1.635812175901299112e-02,2.066120543805401444e-01,6.130627619713867604e-01,6.576345662588823870e+01,3.259383541536759465e-01,2.100000000000000000e+01
1.636819897610866659e-02,2.075376983054168789e-01,6.130627619713873155e-01,6.538971901164427436e+01,3.259372966014797424e-01,2.100000000000000000e+01
1.637827619320434205e-02,2.084649024938270701e-01,6.130627619713870935e-01,6.501667303291091571e+01,3.259351906320623327e-01,2.100000000000000000e+01
1.638835341030001752e-02,2.093936535577687885e-01,6.130627619713870935e-01,6.464432236639061102e+01,3.259320265113405113e-01,2.100000000000000000e+01
1.639843062739568952e-02,2.103239373087735509e-01,6.130627619713868715e-01,6.427267310921996568e+01,3.259277946625906974e-01,2.100000000000000000e+01
1.640850784449136499e-02,2.112557404397713834e-01,6.130627619713873155e-01,6.390172820127857278e+01,3.259224854157378726e-01,2.100000000000000000e+01
1.641858506158704045e-02,2.121890491809420298e-01,6.130627619713873155e-01,6.353149292279159965e+01,3.259160891539958360e-01,2.100000000000000000e+01
1.642866227868271592e-02,2.131238516091984725e-01,6.130627619713870935e-01,6.316196798696881842e+01,3.259085959772448637e-01,2.100000000000000000e+01
1.643873949577839139e-02,2.140601341883968667e-01,6.130627619713869825e-01,6.279316006304327402e+01,3.258999961267008416e-01,2.100000000000000000e+01
1.644881671287406338e-02,2.149978854491533808e-01,6.130627619713869825e-01,6.242507003401576071e+01,3.258902794844784623e-01,2.100000000000000000e+01
1.645889392996973885e-02,2.159370933534056902e-01,6.130627619713868715e-01,6.205770227348854462e+01,3.258794359109018490e-01,2.100000000000000000e+01
1.646897114706541432e-02,2.168777466089502337e-01,6.130627619713868715e-01,6.169105949495919816e+01,3.258674550269096692e-01,2.100000000000000000e+01
1.647904836416108978e-02,2.178198352217586564e-01,6.130627619713869825e-01,6.132514270296258019e+01,3.258543261693739312e-01,2.100000000000000000e+01
1.648912558125676525e-02,2.187633486310448239e-01,6.130627619713868715e-01,6.095995599651770647e+01,3.258400386019840167e-01,2.100000000000000000e+01
1.649920279835243725e-02,2.197082775405647392e-01,6.130627619713872045e-01,6.059550071659680270e+01,3.258245812481718184e-01,2.100000000000000000e+01
1.650928001544811272e-02,2.206546125757982424e-01,6.130627619713868715e-01,6.023178014780040712e+01,3.258079428755206175e-01,2.100000000000000000e+01
1.651935723254378818e-02,2.216023460764658670e-01,6.130627619713872045e-01,5.986879410178132588e+01,3.257901118399109675e-01,2.100000000000000000e+01
1.652943444963946365e-02,2.225514708891712379e-01,6.130627619713869825e-01,5.950654442570757396e+01,3.257710763212545713e-01,2.100000000000000000e+01
1.653951166673513912e-02,2.235019797004265119e-01,6.130627619713869825e-01,5.914503273353889057e+01,3.257508241730587284e-01,2.100000000000000000e+01
1.654958888383081111e-02,2.244538661264340595e-01,6.130627619713870935e-01,5.878426120173966751e+01,3.257293430225111641e-01,2.100000000000000000e+01
1.655966610092648658e-02,2.254071248129083938e-01,6.130627619713869825e-01,5.842423012848660591e+01,3.257066200991494132e-01,2.100000000000000000e+01
1.656974331802216205e-02,2.263617509610133527e-01,6.130627619713868715e-01,5.806494055434185242e+01,3.256826423356802835e-01,2.100000000000000000e+01
1.657982053511783752e-02,2.273177406906304043e-01,6.130627619713868715e-01,5.770639234381066274e+01,3.256573962890290108e-01,2.100000000000000000e+01
1.658989775221351298e-02,2.282750906292618787e-01,6.130627619713868715e-01,5.734858664545506457e+01,3.256308682049676717e-01,2.100000000000000000e+01
1.659997496930918498e-02,2.292337983116319311e-01,6.130627619713869825e-01,5.699152368534929280e+01,3.256030439432672230e-01,2.100000000000000000e+01
1.661005218640486045e-02,2.301938621127669893e-01,6.130627619713867604e-01,5.663520329633850992e+01,3.255739089797337060e-01,2.100000000000000000e+01
1.662012940350053591e-02,2.311552812893845898e-01,6.130627619713870935e-01,5.627962495355525618e+01,3.255434483548536595e-01,2.100000000000000000e+01
1.663020662059621138e-02,2.321180559346882610e-01,6.130627619713870935e-01,5.592478798070881396e+01,3.255116466993618896e-01,2.100000000000000000e+01
1.664028383769188685e-02,2.330821866810510179e-01,6.130627619713867604e-01,5.557069303449522835e+01,3.254784883011832552e-01,2.100000000000000000e+01
1.665036105478755885e-02,2.340476754183080377e-01,6.130627619713870935e-01,5.521733877927400869e+01,3.254439569166456825e-01,2.100000000000000000e+01
1.666043827188323431e-02,2.350145247769586110e-01,6.130627619713870935e-01,5.486472456026409361e+01,3.254080358769572690e-01,2.100000000000000000e+01
1.667051548897890978e-02,2.359827385450166959e-01,6.130627619713868715e-01,5.451284840951134214e+01,3.253707079728690443e-01,2.100000000000000000e+01
1.668059270607458525e-02,2.369523210780640765e-01,6.130627619713868715e-01,5.416171016246890701e+01,3.253319555926578177e-01,2.100000000000000000e+01
1.669066992317026071e-02,2.379232781284496834e-01,6.130627619713866494e-01,5.381130740405316715e+01,3.252917605074642782e-01,2.100000000000000000e+01
1.670074714026593271e-02,2.388956162739336586e-01,6.130627619713869825e-01,5.346163842577412595e+01,3.252501039873464395e-01,2.100000000000000000e+01
1.671082435736160818e-02,2.398693430250420644e-01,6.130627619713870935e-01,5.311270196336047889e+01,3.252069667712723100e-01,2.100000000000000000e+01
1.672090157445728364e-02,2.408444671479177679e-01,6.130627619713872045e-01,5.276449561404914590e+01,3.251623289768009739e-01,2.100000000000000000e+01
1.673097879155295911e-02,2.418209984551424607e-01,6.130627619713869825e-01,5.241701709893278860e+01,3.251161701243650004e-01,2.100000000000000000e+01
1.674105600864863458e-02,2.427989479003649365e-01,6.130627619713870935e-01,5.207026394619661858e+01,3.250684691028352113e-01,2.100000000000000000e+01
1.675113322574430658e-02,2.437783274514745691e-01,6.130627619713869825e-01,5.172423449193169631e+01,3.250192042286237926e-01,2.100000000000000000e+01
1.676121044283998204e-02,2.447591509550419708e-01,6.130627619713869825e-01,5.137892322667629230e+01,3.249683528473146232e-01,2.100000000000000000e+01
1.677128765993565751e-02,2.457414325674301125e-01,6.130627619713867604e-01,5.103432908098798748e+01,3.249158919241506571e-01,2.100000000000000000e+01
1.678136487703133298e-02,1.876540372342131724e-01,6.130627619713868715e-01,5.033807261606527561e+01,3.248491513150951193e-01,2.200000000000000000e+01
1.678636487703133104e-02,1.880508741682182794e-01,6.130627619713872045e-01,5.022100441724921893e+01,3.248217441473972289e-01,2.200000000000000000e+01
1.679438069236130482e-02,1.886880764883081263e-01,6.130627619713870935e-01,5.003338250067972837e+01,3.247775739097698566e-01,2.200000000000000000e+01
1.680530462689558066e-02,1.895584850196244120e-01,6.130627619713868715e-01,4.977788372932637628e+01,3.247168330010055670e-01,2.200000000000000000e+01
1.681622856142985650e-02,1.904309137050207990e-01,6.130627619713870935e-01,4.952276112867934188e+01,3.246553871613596098e-01,2.200000000000000000e+01
1.682715249596413581e-02,1.913053969597798831e-01,6.130627619713868715e-01,4.926802599533321114e+01,3.245932001526888877e-01,2.200000000000000000e+01
1.683807643049841166e-02,1.921819448155835108e-01,6.130627619713868715e-01,4.901368705770388345e+01,3.245302426489884429e-01,2.200000000000000000e+01
1.684900036503268750e-02,1.930605561796940317e-01,6.130627619713869825e-01,4.875975040748678424e+01,3.244664896398764542e-01,2.200000000000000000e+01
1.685992429956696334e-02,1.939412244395476992e-01,6.130627619713870935e-01,4.850622252072726326e+01,3.244019193198044992e-01,2.200000000000000000e+01
1.687084823410123918e-02,1.948239408300791731e-01,6.130627619713872045e-01,4.825310672724416605e+01,3.243365118112926382e-01,2.200000000000000000e+01
1.688177216863551849e-02,1.957086942060235479e-01,6.130627619713869825e-01,4.800041003073000923e+01,3.242702492726269314e-01,2.200000000000000000e+01
1.689269610316979434e-02,1.965954748867470292e-01,6.130627619713868715e-01,4.774813071941888865e+01,3.242031141985018960e-01,2.200000000000000000e+01
1.690362003770407018e-02,1.974842702227388447e-01,6.130627619713868715e-01,4.749627750903263745e+01,3.241350909454607243e-01,2.200000000000000000e+01
1.691454397223834602e-02,1.983750697431007348e-01,6.130627619713868715e-01,4.724484926830784559e+01,3.240661636682911628e-01,2.200000000000000000e+01
1.692546790677262186e-02,1.992678618521085410e-01,6.130627619713869825e-01,4.699384960616354334e+01,3.239963173511380412e-01,2.200000000000000000e+01
1.693639184130690117e-02,2.001643000855229115e-01,6.130627619713868715e-01,4.673375755656518038e+01,3.239252307284121168e-01,2.200000000000000000e+01
1.694731577584117702e-02,2.010671379178375906e-01,6.130627619713870935e-01,4.644918673420497157e+01,3.238523060731289260e-01,2.200000000000000000e+01
1.695823971037545286e-02,2.019721882991341588e-01,6.130627619713869825e-01,4.616477473340040660e+01,3.237781356509748520e-01,2.200000000000000000e+01
1.696916364490972870e-02,2.028794142026677794e-01,6.130627619713869825e-01,4.588053504266651572e+01,3.237027122439212756e-01,2.200000000000000000e+01
1.698008757944400454e-02,2.037887953093122095e-01,6.130627619713867604e-01,4.559647442525106698e+01,3.236260245933724744e-01,2.200000000000000000e+01
1.699101151397828385e-02,2.047003196114751122e-01,6.130627619713868715e-01,4.531259409185413034e+01,3.235480585585403523e-01,2.200000000000000000e+01
1.700193544851255970e-02,2.056139784069049015e-01,6.130627619713868715e-01,4.502889832847660045e+01,3.234687984019077311e-01,2.200000000000000000e+01
1.701285938304683554e-02,2.065297660661306878e-01,6.130627619713864274e-01,4.474538801121304488e+01,3.233882266659035554e-01,2.200000000000000000e+01
1.702378331758111138e-02,2.074476792101997980e-01,6.130627619713868715e-01,4.446206197102388558e+01,3.233063244480376963e-01,2.200000000000000000e+01
1.703470725211538722e-02,2.083677153275946548e-01,6.130627619713870935e-01,4.417892214680789209e+01,3.232230719976722511e-01,2.200000000000000000e+01
1.704563118664966653e-02,2.092898738807831838e-01,6.130627619713868715e-01,4.389596699297821658e+01,3.231384483729351498e-01,2.200000000000000000e+01
1.705655512118394238e-02,2.102141552542397818e-01,6.130627619713868715e-01,4.361319659863161036e+01,3.230524318369243919e-01,2.200000000000000000e+01
1.706747905571821822e-02,2.111405611885545930e-01,6.130627619713868715e-01,4.333060985008969368e+01,3.229649997938378592e-01,2.200000000000000000e+01
