# Strain, f_max, p, Sigma, DeltaPhi, num_broken
1.294972401039446927e-02,2.338344486894330942e-01,6.130627619713872045e-01,4.266727936789451405e+02,2.590562359878782472e-01,1.000000000000000000e+01
1.295472401039446907e-02,2.348879632453082511e-01,6.130627619713872045e-01,4.258554434039964462e+02,2.592026985221264623e-01,1.000000000000000000e+01
1.295972401039446886e-02,2.359433415634540343e-01,6.130627619713873155e-01,4.250379694988240544e+02,2.593491779372495420e-01,1.000000000000000000e+01
1.296472401039446866e-02,2.370006051196289210e-01,6.130627619713875376e-01,4.242203727377562927e+02,2.594956789115362428e-01,1.000000000000000000e+01
1.296972401039446846e-02,2.380851921608820587e-01,6.130627619713873155e-01,4.233239320328981989e+02,2.596454223828563723e-01,1.000000000000000000e+01
1.297472401039446652e-02,2.391808495082141106e-01,6.130627619713869825e-01,4.223993774900968674e+02,2.597963488293587031e-01,1.000000000000000000e+01
1.297972401039446631e-02,2.402787886387511562e-01,6.130627619713872045e-01,4.214739127708440947e+02,2.599473547859901812e-01,1.000000000000000000e+01
1.298472401039446611e-02,2.413789716651098261e-01,6.130627619713870935e-01,4.205475837576539675e+02,2.600984340226157876e-01,1.000000000000000000e+01
1.298972401039446591e-02,2.424813996281119377e-01,6.130627619713869825e-01,4.196204121114319037e+02,2.602495868050041516e-01,1.000000000000000000e+01
1.299472401039446570e-02,2.435860962410953956e-01,6.130627619713872045e-01,4.186924042896664560e+02,2.604008193952408456e-01,1.000000000000000000e+01
1.299972401039446376e-02,2.446930977026051945e-01,6.130627619713876486e-01,4.177635589735522785e+02,2.605521384276394681e-01,1.000000000000000000e+01
1.300472401039446356e-02,2.458024521102449289e-01,6.130627619713873155e-01,4.168338649937425089e+02,2.607035509987820632e-01,1.000000000000000000e+01
1.300972401039446336e-02,2.063741033655174528e-01,6.130627619713870935e-01,4.155475248013325427e+02,2.608692484772026088e-01,1.100000000000000000e+01
1.301472401039446315e-02,2.073406685955147821e-01,6.130627619713873155e-01,4.147483604296074873e+02,2.610156125758475998e-01,1.100000000000000000e+01
1.301972401039446295e-02,2.083099794459567222e-01,6.130627619713872045e-01,4.139469565387340708e+02,2.611621349959252214e-01,1.100000000000000000e+01
1.302472401039446101e-02,2.092820784173716198e-01,6.130627619713872045e-01,4.131432970293003564e+02,2.613088223849248659e-01,1.100000000000000000e+01
1.302972401039446081e-02,2.102569329404608278e-01,6.130627619713870935e-01,4.123373681638749417e+02,2.614556710549951202e-01,1.100000000000000000e+01
1.303472401039446060e-02,2.112345155639154815e-01,6.130627619713872045e-01,4.115291796716157364e+02,2.616026723452857805e-01,1.100000000000000000e+01
1.303972401039446040e-02,2.122148248187885611e-01,6.130627619713873155e-01,4.107187281952336662e+02,2.617498315749750559e-01,1.100000000000000000e+01
1.304472401039446020e-02,2.131978607608329135e-01,6.130627619713872045e-01,4.099060077912517954e+02,2.618971542350723714e-01,1.100000000000000000e+01
1.304972401039445826e-02,2.141836275259539901e-01,6.130627619713866494e-01,4.090910008461288498e+02,2.620446464005872778e-01,1.100000000000000000e+01
1.305472401039445805e-02,2.151721267797154502e-01,6.130627619713874266e-01,4.082736830207779803e+02,2.621923129063458702e-01,1.100000000000000000e+01
1.305972401039445785e-02,2.161633504337252265e-01,6.130627619713874266e-01,4.074540384968521494e+02,2.623401562920882335e-01,1.100000000000000000e+01
1.306472401039445765e-02,2.171573016346290130e-01,6.130627619713870935e-01,4.066320498197192137e+02,2.624881824522567464e-01,1.100000000000000000e+01
1.306972401039445744e-02,2.181539894260953460e-01,6.130627619713874266e-01,4.058076886227398745e+02,2.626363977915966430e-01,1.100000000000000000e+01
1.307472401039445550e-02,2.191534143543280300e-01,6.130627619713874266e-01,4.049809268261344073e+02,2.627848081228460475e-01,1.100000000000000000e+01
1.307972401039445530e-02,2.201555159507838644e-01,6.130627619713870935e-01,4.041517693900020731e+02,2.629334145595539907e-01,1.100000000000000000e+01
1.308472401039445510e-02,2.211602815977365966e-01,6.130627619713873155e-01,4.033202392503033025e+02,2.630822192473110666e-01,1.100000000000000000e+01
1.308972401039445489e-02,2.221677025462288624e-01,6.130627619713872045e-01,4.024863562872968146e+02,2.632312243463849621e-01,1.100000000000000000e+01
1.309472401039445469e-02,2.231777752809072368e-01,6.130627619713872045e-01,4.016501321110004028e+02,2.633804322469967540e-01,1.100000000000000000e+01
1.309972401039445275e-02,2.241904985306006903e-01,6.130627619713872045e-01,4.008115755090769312e+02,2.635298453297287846e-01,1.100000000000000000e+01
1.310472401039445255e-02,2.252058715668796007e-01,6.130627619713869825e-01,3.999706923473147526e+02,2.636794651069180317e-01,1.100000000000000000e+01
1.310972401039445234e-02,2.262235100650641928e-01,6.130627619713874266e-01,3.991277292416705791e+02,2.638291737167431372e-01,1.100000000000000000e+01
1.311472401039445214e-02,2.272430237603427217e-01,6.130627619713870935e-01,3.982832669701950863e+02,2.639788004735609261e-01,1.100000000000000000e+01
1.311972401039445194e-02,2.282641114979704622e-01,6.130627619713872045e-01,3.974379920959453898e+02,2.641282793871432832e-01,1.100000000000000000e+01
1.312472401039445000e-02,2.292865453471696624e-01,6.130627619713869825e-01,3.965924825248299612e+02,2.642775829232427709e-01,1.100000000000000000e+01
1.312972401039444979e-02,2.303101351202221092e-01,6.130627619713869825e-01,3.957472100417808747e+02,2.644266987752371123e-01,1.100000000000000000e+01
1.313472401039444959e-02,2.313347337069455445e-01,6.130627619713872045e-01,3.949025623268071854e+02,2.645756115923325047e-01,1.100000000000000000e+01
1.313972401039444939e-02,2.323602015947304200e-01,6.130627619713874266e-01,3.940588632355414234e+02,2.647243202143914065e-01,1.100000000000000000e+01
1.314472401039444918e-02,2.333864008608682317e-01,6.130627619713873155e-01,3.932164221143231089e+02,2.648728289488857524e-01,1.100000000000000000e+01
1.314972401039444724e-02,2.344132374145068143e-01,6.130627619713874266e-01,3.923754967961704665e+02,2.650211258047527885e-01,1.100000000000000000e+01
1.315472401039444704e-02,2.354406385777376987e-01,6.130627619713872045e-01,3.915362877529927346e+02,2.651692014941452458e-01,1.100000000000000000e+01
1.315972401039444684e-02,2.364685498695479893e-01,6.130627619713870935e-01,3.906989515142385585e+02,2.653170488451496722e-01,1.100000000000000000e+01
1.316472401039444663e-02,2.374969274811090103e-01,6.130627619713873155e-01,3.898636146826372624e+02,2.654646621959432240e-01,1.100000000000000000e+01
1.316972401039444643e-02,2.385257394291200039e-01,6.130627619713874266e-01,3.890303770215340933e+02,2.656120372212946168e-01,1.100000000000000000e+01
1.317472401039444449e-02,2.395549613826744029e-01,6.130627619713869825e-01,3.881993202464952333e+02,2.657591705434206308e-01,1.100000000000000000e+01
1.317972401039444429e-02,2.405961344742908459e-01,6.130627619713873155e-01,3.873329275768979869e+02,2.659075718493121299e-01,1.100000000000000000e+01
1.318472401039444408e-02,2.416581550674026524e-01,6.130627619713874266e-01,3.864023464317860430e+02,2.660583888794944563e-01,1.100000000000000000e+01
1.318972401039444388e-02,2.427205256879615691e-01,6.130627619713873155e-01,3.854741176683901358e+02,2.662089312164891974e-01,1.100000000000000000e+01
1.319472401039444368e-02,2.437831873109403968e-01,6.130627619713869825e-01,3.845483425740186476e+02,2.663591967733773824e-01,1.100000000000000000e+01
1.319972401039444174e-02,2.448461135967608393e-01,6.130627619713873155e-01,3.836250911460299449e+02,2.665091842301194336e-01,1.100000000000000000e+01
1.320472401039444153e-02,2.459092921403328580e-01,6.130627619713872045e-01,3.827044198546668099e+02,2.666588926212208333e-01,1.100000000000000000e+01
1.320972401039444133e-02,2.056574002433018966e-01,6.130627619713869825e-01,3.814174712990079001e+02,2.668227344135431500e-01,1.200000000000000000e+01
1.321472401039444113e-02,2.065764301044163420e-01,6.130627619713867604e-01,3.806359121259549738e+02,2.669666009233268023e-01,1.200000000000000000e+01
1.321972401039444092e-02,2.074965288065326319e-01,6.130627619713869825e-01,3.798550705548572637e+02,2.671102912573357635e-01,1.200000000000000000e+01
1.322472401039443898e-02,2.084176900030555446e-01,6.130627619713870935e-01,3.790749989981933368e+02,2.672538037160505642e-01,1.200000000000000000e+01
1.322972401039443878e-02,2.093398967102661767e-01,6.130627619713868715e-01,3.782957399049435026e+02,2.673971372284842385e-01,1.200000000000000000e+01
1.323472401039443858e-02,2.102631278294474770e-01,6.130627619713870935e-01,3.775173295723564024e+02,2.675402910991251937e-01,1.200000000000000000e+01
1.323972401039443837e-02,2.111873595648267599e-01,6.130627619713869825e-01,3.767398007985177060e+02,2.676832650490343912e-01,1.200000000000000000e+01
1.324472401039443817e-02,2.121125591721032544e-01,6.130627619713870935e-01,3.759631840444711770e+02,2.678260611226394028e-01,1.200000000000000000e+01
1.324972401039443623e-02,2.130387010463231645e-01,6.130627619713870935e-01,3.751875093668124919e+02,2.679686792062663248e-01,1.200000000000000000e+01
1.325472401039443603e-02,2.139657604770686949e-01,6.130627619713868715e-01,3.744128039171924343e+02,2.681111193041301743e-01,1.200000000000000000e+01
1.325972401039443582e-02,2.148937134284833461e-01,6.130627619713870935e-01,3.736390936032914283e+02,2.682533814682774853e-01,1.200000000000000000e+01
1.326472401039443562e-02,2.158225367690695673e-01,6.130627619713869825e-01,3.728664023726827850e+02,2.683954658321554554e-01,1.200000000000000000e+01
1.326972401039443542e-02,2.167522082833252262e-01,6.130627619713870935e-01,3.720947528161004243e+02,2.685373725854485194e-01,1.200000000000000000e+01
1.327472401039443348e-02,2.176827067088042411e-01,6.130627619713869825e-01,3.713241662336579338e+02,2.686791019732835406e-01,1.200000000000000000e+01
1.327972401039443327e-02,2.186140116688385093e-01,6.130627619713869825e-01,3.705546630650584348e+02,2.688206542815822497e-01,1.200000000000000000e+01
1.328472401039443307e-02,2.195461039230554301e-01,6.130627619713870935e-01,3.697862622683708196e+02,2.689620298619085914e-01,1.200000000000000000e+01
1.328972401039443287e-02,2.204789652313166592e-01,6.130627619713869825e-01,3.690189819510093798e+02,2.691032291091240980e-01,1.200000000000000000e+01
1.329472401039443266e-02,2.214125784804505115e-01,6.130627619713873155e-01,3.682528391498978522e+02,2.692442524711075036e-01,1.200000000000000000e+01
1.329972401039443072e-02,2.223469275659190614e-01,6.130627619713870935e-01,3.674878501638972352e+02,2.693851004376320302e-01,1.200000000000000000e+01
1.330472401039443052e-02,2.232819975028955128e-01,6.130627619713869825e-01,3.667240303332737881e+02,2.695257735500472540e-01,1.200000000000000000e+01
1.330972401039443032e-02,2.242177742689751285e-01,6.130627619713873155e-01,3.659613944221251813e+02,2.696662723880856594e-01,1.200000000000000000e+01
1.331472401039443011e-02,2.251542453286906054e-01,6.130627619713873155e-01,3.651999556543637482e+02,2.698065976075247896e-01,1.200000000000000000e+01
1.331972401039442991e-02,2.260913989939950797e-01,6.130627619713870935e-01,3.644397271864099821e+02,2.699467498857359149e-01,1.200000000000000000e+01
1.332472401039442797e-02,2.270292244869543952e-01,6.130627619713872045e-01,3.636807214703198383e+02,2.700867299468082128e-01,1.200000000000000000e+01
1.332972401039442777e-02,2.279677132048646415e-01,6.130627619713868715e-01,3.629229488367331555e+02,2.702265386163887895e-01,1.200000000000000000e+01
1.333472401039442756e-02,2.289068568926895531e-01,6.130627619713872045e-01,3.621664204785342349e+02,2.703661767095159596e-01,1.200000000000000000e+01
1.333972401039442736e-02,2.298466483286736584e-01,6.130627619713872045e-01,3.614111466730238931e+02,2.705056450995734774e-01,1.200000000000000000e+01
1.334472401039442715e-02,2.307870823186030651e-01,6.130627619713872045e-01,3.606571358852289677e+02,2.706449447524071350e-01,1.200000000000000000e+01
1.334972401039442522e-02,2.317281549295489018e-01,6.130627619713869825e-01,3.599043963530618271e+02,2.707840766681474109e-01,1.200000000000000000e+01
1.335472401039442501e-02,2.326698622619668977e-01,6.130627619713872045e-01,3.591529369471570590e+02,2.709230418489959047e-01,1.200000000000000000e+01
1.335972401039442481e-02,2.336122038661577194e-01,6.130627619713870935e-01,3.584027630679307208e+02,2.710618414558175204e-01,1.200000000000000000e+01
1.336472401039442461e-02,2.345551772356202214e-01,6.130627619713868715e-01,3.576538839175774456e+02,2.712004765343575263e-01,1.200000000000000000e+01
1.336972401039442440e-02,2.354987866308680400e-01,6.130627619713872045e-01,3.569063011559369443e+02,2.713389484447125688e-01,1.200000000000000000e+01
1.337472401039442246e-02,2.364430273816146288e-01,6.130627619713867604e-01,3.561600231401742462e+02,2.714772517594207235e-01,1.200000000000000000e+01
1.337972401039442226e-02,2.373878993148183791e-01,6.130627619713870935e-01,3.554150548163578378e+02,2.716153838174413249e-01,1.200000000000000000e+01
1.338472401039442206e-02,2.383334076222329845e-01,6.130627619713872045e-01,3.546714002907298209e+02,2.717533459171139198e-01,1.200000000000000000e+01
1.338972401039442185e-02,2.392795587705512372e-01,6.130627619713873155e-01,3.539290640663812155e+02,2.718911393661812559e-01,1.200000000000000000e+01
1.339472401039442165e-02,2.402263611122961162e-01,6.130627619713870935e-01,3.531880492726763805e+02,2.720287655486224865e-01,1.200000000000000000e+01
1.339972401039441971e-02,2.411738219310755604e-01,6.130627619713869825e-01,3.524483616804561166e+02,2.721662257948671559e-01,1.200000000000000000e+01
1.340472401039441951e-02,2.421219502099209719e-01,6.130627619713872045e-01,3.517099996630922192e+02,2.723035254601631205e-01,1.200000000000000000e+01
1.340972401039441930e-02,2.430707538326426775e-01,6.130627619713869825e-01,3.509729705918011291e+02,2.724406661446267530e-01,1.200000000000000000e+01
1.341472401039441910e-02,2.440438056933149635e-01,6.130627619713870935e-01,3.501556493834776234e+02,2.725808025801727541e-01,1.200000000000000000e+01
1.341972401039441889e-02,2.450190800217004472e-01,6.130627619713870935e-01,3.493344894560187868e+02,2.727209648038051992e-01,1.200000000000000000e+01
1.342472401039441696e-02,2.459951338495872109e-01,6.130627619713872045e-01,3.485144364650676039e+02,2.728609647171895691e-01,1.200000000000000000e+01
1.342972401039441675e-02,2.044280986604409545e-01,6.130627619713872045e-01,3.473249171325172142e+02,2.730146876084844632e-01,1.300000000000000000e+01
1.343472401039441655e-02,2.052724508911102919e-01,6.130627619713869825e-01,3.466300412611984143e+02,2.731497289753294644e-01,1.300000000000000000e+01
1.343972401039441635e-02,2.061181662572362794e-01,6.130627619713868715e-01,3.459350182168537913e+02,2.732846817491573765e-01,1.300000000000000000e+01
1.344472401039441614e-02,2.069652552320923322e-01,6.130627619713866494e-01,3.452398623289435591e+02,2.734195465700027805e-01,1.300000000000000000e+01
1.344972401039441420e-02,2.078137205791155684e-01,6.130627619713872045e-01,3.445445812482209362e+02,2.735543245785947986e-01,1.300000000000000000e+01
1.345472401039441400e-02,2.086635616647535274e-01,6.130627619713870935e-01,3.438491793967286299e+02,2.736890172028126345e-01,1.300000000000000000e+01
1.345972401039441380e-02,2.095147775509075827e-01,6.130627619713870935e-01,3.431536560187768146e+02,2.738236261861553000e-01,1.300000000000000000e+01
1.346472401039441359e-02,2.103673667334995390e-01,6.130627619713872045e-01,3.424580090882385548e+02,2.739581534212103264e-01,1.300000000000000000e+01
1.346972401039441339e-02,2.112213283650503370e-01,6.130627619713873155e-01,3.417622334584866053e+02,2.740926010051488726e-01,1.300000000000000000e+01
1.347472401039441145e-02,2.120766624892175545e-01,6.130627619713876486e-01,3.410663213183150901e+02,2.742269712154273287e-01,1.300000000000000000e+01
1.347972401039441125e-02,2.129333698478352577e-01,6.130627619713870935e-01,3.403702633086853098e+02,2.743612664660663447e-01,1.300000000000000000e+01
1.348472401039441104e-02,2.137914520848732680e-01,6.130627619713869825e-01,3.396740482854085030e+02,2.744954893139578411e-01,1.300000000000000000e+01
1.348972401039441084e-02,2.146509122933890623e-01,6.130627619713875376e-01,3.389776623289854456e+02,2.746296424955919080e-01,1.300000000000000000e+01
1.349472401039441063e-02,2.155117544348721104e-01,6.130627619713869825e-01,3.382810904559028700e+02,2.747637288648296927e-01,1.300000000000000000e+01
1.349972401039440870e-02,2.163739838539605609e-01,6.130627619713872045e-01,3.375843154235288353e+02,2.748977514386018450e-01,1.300000000000000000e+01
1.350472401039440849e-02,2.172376074622807685e-01,6.130627619713873155e-01,3.368873175883546764e+02,2.750317134043752110e-01,1.300000000000000000e+01
1.350972401039440829e-02,2.181026331015424868e-01,6.130627619713872045e-01,3.361900764953873590e+02,2.751656180639770466e-01,1.300000000000000000e+01
1.351472401039440809e-02,2.189690707046659246e-01,6.130627619713870935e-01,3.354925682978764030e+02,2.752994689321302535e-01,1.300000000000000000e+01
1.351972401039440788e-02,2.198369154044526874e-01,6.130627619713873155e-01,3.347947705594662011e+02,2.754332717534493935e-01,1.300000000000000000e+01
1.352472401039440594e-02,2.207061714260641350e-01,6.130627619713870935e-01,3.340966622108258548e+02,2.755670310443730786e-01,1.300000000000000000e+01
1.352972401039440574e-02,2.215768488574364758e-01,6.130627619713874266e-01,3.333982197582733420e+02,2.757007509389896582e-01,1.300000000000000000e+01
1.353472401039440554e-02,2.224489598921748079e-01,6.130627619713870935e-01,3.326994161802201688e+02,2.758344357661243751e-01,1.300000000000000000e+01
1.353972401039440533e-02,2.233225180400567056e-01,6.130627619713872045e-01,3.320002255533483435e+02,2.759680898393336856e-01,1.300000000000000000e+01
1.354472401039440513e-02,2.241975392912730070e-01,6.130627619713872045e-01,3.313006171631441816e+02,2.761017177432720793e-01,1.300000000000000000e+01
1.354972401039440319e-02,2.250740416769205776e-01,6.130627619713873155e-01,3.306005579525148619e+02,2.762353242227081895e-01,1.300000000000000000e+01
1.355472401039440299e-02,2.259520393315373465e-01,6.130627619713873155e-01,3.299000136440084248e+02,2.763689106166838938e-01,1.300000000000000000e+01
1.355972401039440278e-02,2.268315359684913157e-01,6.130627619713870935e-01,3.291989515335775991e+02,2.765024713099653586e-01,1.300000000000000000e+01
1.356472401039440258e-02,2.277125510636687777e-01,6.130627619713870935e-01,3.284973387047198230e+02,2.766360109481410534e-01,1.300000000000000000e+01
1.356972401039440237e-02,2.285951061487279667e-01,6.130627619713869825e-01,3.277951395331866706e+02,2.767695343907816130e-01,1.300000000000000000e+01
1.357472401039440044e-02,2.294792260414037499e-01,6.130627619713872045e-01,3.270923153560646597e+02,2.769030467621717562e-01,1.300000000000000000e+01
1.357972401039440023e-02,2.303649377387252672e-01,6.130627619713872045e-01,3.263888247798508360e+02,2.770365534268922625e-01,1.300000000000000000e+01
1.358472401039440003e-02,2.312522699101137447e-01,6.130627619713873155e-01,3.256846244076090215e+02,2.771700599921774200e-01,1.300000000000000000e+01
1.358972401039439983e-02,2.321412542941660717e-01,6.130627619713873155e-01,3.249796668873690919e+02,2.773035723845221345e-01,1.300000000000000000e+01
1.359472401039439962e-02,2.330319250531661390e-01,6.130627619713869825e-01,3.242739020170610615e+02,2.774370968216478550e-01,1.300000000000000000e+01
1.359972401039439768e-02,2.339243177700507936e-01,6.130627619713872045e-01,3.235672776194352309e+02,2.775706397903796585e-01,1.300000000000000000e+01
1.360472401039439748e-02,2.348184741416640964e-01,6.130627619713873155e-01,3.228597342126737431e+02,2.777042082567887649e-01,1.300000000000000000e+01
1.360972401039439728e-02,2.357144351964333695e-01,6.130627619713870935e-01,3.221512141804879548e+02,2.778378093351507871e-01,1.300000000000000000e+01
1.361472401039439707e-02,2.366122443958735833e-01,6.130627619713873155e-01,3.214416556271665968e+02,2.779714505321558282e-01,1.300000000000000000e+01
1.361972401039439687e-02,2.375119527084635918e-01,6.130627619713870935e-01,3.207309876060472220e+02,2.781051399336965102e-01,1.300000000000000000e+01
1.362472401039439493e-02,2.384136072725295818e-01,6.130627619713873155e-01,3.200191446875472252e+02,2.782388856799965504e-01,1.300000000000000000e+01
1.362972401039439473e-02,2.393172667403884457e-01,6.130627619713874266e-01,3.193060466536945796e+02,2.783726967326438650e-01,1.300000000000000000e+01
1.363472401039439452e-02,2.402229857262692669e-01,6.130627619713872045e-01,3.185916198694644095e+02,2.785065820981073026e-01,1.300000000000000000e+01
1.363972401039439432e-02,2.411308243861072786e-01,6.130627619713870935e-01,3.178757806977968130e+02,2.786405514598455646e-01,1.300000000000000000e+01
1.364472401039439411e-02,2.420408505620609274e-01,6.130627619713873155e-01,3.171584395054641163e+02,2.787746150464654460e-01,1.300000000000000000e+01
1.364972401039439218e-02,2.429531305783720341e-01,6.130627619713870935e-01,3.164395076730357914e+02,2.789087833926664484e-01,1.300000000000000000e+01
1.365472401039439197e-02,2.438677371138897598e-01,6.130627619713876486e-01,3.157188881904874052e+02,2.790430677052704866e-01,1.300000000000000000e+01
1.365972401039439177e-02,2.447847468098614809e-01,6.130627619713873155e-01,3.149964797838135837e+02,2.791774797355061066e-01,1.300000000000000000e+01
1.366472401039439157e-02,2.457041203595871359e-01,6.130627619713874266e-01,3.142722404291670273e+02,2.793120671961976664e-01,1.300000000000000000e+01
1.366972401039439136e-02,2.017835509274998884e-01,6.130627619713869825e-01,3.131205486669262541e+02,2.794628876770992032e-01,1.400000000000000000e+01
1.367472401039438942e-02,2.025886991641968060e-01,6.130627619713870935e-01,3.124658364454269304e+02,2.795951439285794815e-01,1.400000000000000000e+01
1.368069826921090512e-02,2.035637319417175906e-01,6.130627619713869825e-01,3.116433099475725612e+02,2.797548918392642192e-01,1.400000000000000000e+01
1.368667252802742082e-02,2.045426443613471701e-01,6.130627619713872045e-01,3.108168891803207430e+02,2.799149885490758716e-01,1.400000000000000000e+01
1.369264678684393652e-02,2.055253892097281265e-01,6.130627619713867604e-01,3.099867004039110725e+02,2.800754304034426823e-01,1.400000000000000000e+01
1.369862104566045222e-02,2.065119403959551903e-01,6.130627619713872045e-01,3.091528160598227828e+02,2.802362166049160441e-01,1.400000000000000000e+01
1.370459530447696792e-02,2.075022821224100089e-01,6.130627619713872045e-01,3.083152882363535809e+02,2.803973480346381719e-01,1.400000000000000000e+01
1.371056956329348361e-02,2.084964136132532730e-01,6.130627619713870935e-01,3.074741279265086291e+02,2.805588281247426430e-01,1.400000000000000000e+01
1.371654382210999931e-02,2.094943438387902312e-01,6.130627619713869825e-01,3.066293232744864099e+02,2.807206622162214393e-01,1.400000000000000000e+01
1.372251808092651501e-02,2.104960919968941191e-01,6.130627619713872045e-01,3.057808381149279171e+02,2.808828576710906688e-01,1.400000000000000000e+01
1.372849233974303071e-02,2.115016865932393964e-01,6.130627619713872045e-01,3.049286151218642544e+02,2.810454238011435013e-01,1.400000000000000000e+01
1.373446659855954641e-02,2.125111650457798818e-01,6.130627619713870935e-01,3.040725771976667033e+02,2.812083718594131643e-01,1.400000000000000000e+01
1.374044085737606211e-02,2.135245735275445589e-01,6.130627619713872045e-01,3.032126284642565679e+02,2.813717150536291789e-01,1.400000000000000000e+01
1.374641511619257780e-02,2.145419669025034892e-01,6.130627619713873155e-01,3.023486549841902047e+02,2.815354685572373228e-01,1.400000000000000000e+01
1.375238937500909350e-02,2.155634082467621782e-01,6.130627619713873155e-01,3.014805263500309138e+02,2.816996494958851627e-01,1.400000000000000000e+01
1.375836363382560920e-02,2.165883058351502910e-01,6.130627619713873155e-01,3.006085268579832928e+02,2.818639941514934355e-01,1.400000000000000000e+01
1.376433789264212490e-02,2.176163958702758972e-01,6.130627619713869825e-01,2.997332835120274694e+02,2.820284481255727060e-01,1.400000000000000000e+01
1.377031215145864060e-02,2.186472478038029299e-01,6.130627619713870935e-01,2.988554594475195358e+02,2.821930170773259694e-01,1.400000000000000000e+01
1.377628641027515630e-02,2.196803486224317981e-01,6.130627619713872045e-01,2.979759128344395549e+02,2.823574647031254492e-01,1.400000000000000000e+01
1.378226066909167200e-02,2.207153734073372120e-01,6.130627619713870935e-01,2.970954349596827910e+02,2.825217097900442620e-01,1.400000000000000000e+01
1.378823492790818769e-02,2.217520848210541851e-01,6.130627619713870935e-01,2.962146130412693878e+02,2.826857124846248737e-01,1.400000000000000000e+01
1.379420918672470339e-02,2.227902952515633528e-01,6.130627619713870935e-01,2.953338872543121738e+02,2.828494415384623095e-01,1.400000000000000000e+01
1.380018344554121909e-02,2.238298530672268027e-01,6.130627619713869825e-01,2.944535941075118899e+02,2.830128722684770448e-01,1.400000000000000000e+01
1.380615770435773479e-02,2.248706333174453342e-01,6.130627619713866494e-01,2.935739965465405703e+02,2.831759850516472055e-01,1.400000000000000000e+01
1.381213196317425049e-02,2.259125310803141717e-01,6.130627619713872045e-01,2.926953050141660242e+02,2.833387642051961586e-01,1.400000000000000000e+01
1.381810622199076619e-02,2.269553808714697696e-01,6.130627619713875376e-01,2.918177306133817410e+02,2.835010878288986014e-01,1.400000000000000000e+01
1.382408048080728188e-02,2.279990368452469718e-01,6.130627619713873155e-01,2.909415194921537022e+02,2.836628946817714714e-01,1.400000000000000000e+01
1.383005473962379758e-02,2.290434035902935705e-01,6.130627619713875376e-01,2.900668735033526104e+02,2.838241891467651601e-01,1.400000000000000000e+01
1.383602899844031328e-02,2.300883951280320028e-01,6.130627619713874266e-01,2.891939485253220710e+02,2.839849804294692359e-01,1.400000000000000000e+01
1.384200325725682898e-02,2.311339409493021468e-01,6.130627619713873155e-01,2.883228762872614652e+02,2.841452777796259488e-01,1.400000000000000000e+01
1.384797751607334468e-02,2.321799852373201689e-01,6.130627619713872045e-01,2.874537635601533339e+02,2.843050892018229581e-01,1.400000000000000000e+01
1.385395177488986038e-02,2.332264665451457553e-01,6.130627619713870935e-01,2.865866931579503785e+02,2.844644279321928981e-01,1.400000000000000000e+01
1.385992603370637608e-02,2.342733486756880812e-01,6.130627619713872045e-01,2.857217318343604120e+02,2.846233016862361187e-01,1.400000000000000000e+01
1.386590029252289177e-02,2.353206012074542663e-01,6.130627619713872045e-01,2.848589362926550166e+02,2.847817180715126462e-01,1.400000000000000000e+01
1.387187455133940747e-02,2.363681995012721360e-01,6.130627619713870935e-01,2.839983497906665093e+02,2.849396848081036104e-01,1.400000000000000000e+01
1.387784881015592317e-02,2.374161206289870651e-01,6.130627619713869825e-01,2.831400169165096941e+02,2.850972091904665495e-01,1.400000000000000000e+01
1.388382306897243887e-02,2.384643518914763283e-01,6.130627619713874266e-01,2.822839658136268213e+02,2.852542988521635792e-01,1.400000000000000000e+01
1.388979732778895457e-02,2.395128777912443885e-01,6.130627619713869825e-01,2.814302294362672114e+02,2.854109609958593308e-01,1.400000000000000000e+01
1.389577158660547027e-02,2.405616864659832488e-01,6.130627619713870935e-01,2.805788341413265812e+02,2.855672028463366874e-01,1.400000000000000000e+01
1.390174584542198596e-02,2.416107748132786670e-01,6.130627619713872045e-01,2.797297984936872695e+02,2.857230317209951131e-01,1.400000000000000000e+01
1.390772010423850166e-02,2.426601349021122733e-01,6.130627619713869825e-01,2.788831477829239702e+02,2.858784545323539983e-01,1.400000000000000000e+01
1.391369436305501736e-02,2.437097645183402550e-01,6.130627619713869825e-01,2.780388997940686977e+02,2.860334783229897537e-01,1.400000000000000000e+01
1.391966862187153306e-02,2.447596632343395917e-01,6.130627619713873155e-01,2.771970725659563755e+02,2.861881100045647330e-01,1.400000000000000000e+01
1.392564288068804876e-02,2.458098331021665028e-01,6.130627619713874266e-01,2.763576817340169214e+02,2.863423564724748571e-01,1.400000000000000000e+01
1.393161713950456446e-02,2.018907534399055625e-01,6.130627619713873155e-01,2.751144335853416578e+02,2.865106788553221651e-01,1.500000000000000000e+01
1.393661713950456425e-02,2.026462807043778458e-01,6.130627619713869825e-01,2.745329792825629625e+02,2.866349535548901595e-01,1.500000000000000000e+01
1.394283950318220278e-02,2.035881155665589526e-01,6.130627619713872045e-01,2.738098272924346475e+02,2.867893374879631474e-01,1.500000000000000000e+01
1.394906186685984130e-02,2.045314064616878535e-01,6.130627619713870935e-01,2.730875764861231687e+02,2.869434354573566215e-01,1.500000000000000000e+01
1.395528423053747982e-02,2.054761394313995571e-01,6.130627619713873155e-01,2.723662621367009820e+02,2.870972500529925808e-01,1.500000000000000000e+01
1.396150659421511661e-02,2.064222963821885637e-01,6.130627619713872045e-01,2.716459113611463749e+02,2.872507847418037663e-01,1.500000000000000000e+01
